# Tulips Database of around 8M points.
# Retrieve around 1K

# DIM 	RETRI 	B FORCE		KPOLLAS
  2 	4807 	0.377513 	0.000167
  3 	6618 	0.147225 	0.000274
  4 	7812 	0.154205 	0.001392
  5 	9280 	0.15502  	0.004871
  6 	7469 	0.161035 	0.007862
  7 	8187 	0.161808 	0.017598
  8 	6917 	0.170064 	0.01851
  9 	7856 	0.171101 	0.019255
